location,participant_id,region_grew_up,highest_education,current_age,reading_habits,preferred_genre,example_id,book_title,book_authors,book_country,book_genre,review_text,has_read_author,has_read_book,choose_genre_impact,choose_demo_impact,familiarity_grp,understand_grp,can_similar_demo_genre_write,span,span_type
usa,ae0d961b787bc7fd41723b09ec938148437a0cd0c1fc6237db133cbcbb2e18e9,urban,undergraduate,25_to_40,light,fiction,110098.0,To Speak for the Dead (Jake Lassiter #1),Paul Levine,ethiopia,fiction,"I am re-reading Paul Levine's Jake Lassiter series on Kindle. These are delightful courtroom dramas, punctuated with humor and plot twists. I like Jake as a character, and I haven't read this book since it was first published, and I was surprised by how much I didn't remember (or remembered wrong). Easy to jump in and out of, and I recommend this as a Kindle book.",no,no,genre_influence_moderate,demographic_influence_moderate,very familiar,well understood,similar_demo_genre_yes,,NA
usa,ae0d961b787bc7fd41723b09ec938148437a0cd0c1fc6237db133cbcbb2e18e9,urban,undergraduate,25_to_40,light,fiction,49433.0,Cutting for Stone,Abraham Verghese,ethiopia,fiction,"I'm always more critical of books *I* choose for book club, so this rating may be a little harsher than otherwise. 
 Very complex, detailed story--some parts felt like work to read, but it all mattered to the plot in the end. I recommend going back and re-reading the prologue when you finish the book.",no,no,genre_influence_moderate,demographic_influence_moderate,very familiar,well understood,similar_demo_genre_yes,,NA
usa,ae0d961b787bc7fd41723b09ec938148437a0cd0c1fc6237db133cbcbb2e18e9,urban,undergraduate,25_to_40,light,fiction,112154.0,"Guns, Germs and Steel: The Fates of Human Societies","Jared Diamond, Grover Gardner",usa,non-fiction,"This book was pretty neat. I thought it explained well the whys of the different nations/realms of the world and the author explained it with distinct reasons such as food, animals, minerals, climate, geography, etc. 
 This is a perfect blend of geography and history. 
 I didn't think he talked about South America enough though.",no,no,genre_influence_moderate,demographic_influence_slight,very familiar,well understood,similar_demo_genre_yes,,NA
usa,ae0d961b787bc7fd41723b09ec938148437a0cd0c1fc6237db133cbcbb2e18e9,urban,undergraduate,25_to_40,light,fiction,110300.0,Spoilt Rotten: The Toxic Cult of Sentimentality,Theodore Dalrymple,india,non-fiction,"I recently read a paper by Richard Rorty called ""Human Rights, Rationality, and Sentimentality"" in which he writes:""...the emergence of the human rights culture seems to owe nothing to increased moral knowledge, and everything to hearing sad and sentimental stories...""This struck me as a sharp, powerful insight. It got me thinking about sentimentality, and by chance I happened to run across this book. I wanted to dig more deeply into Rorty's idea, and I hoped that Dalrymple might develop it further. He definitely does. It's true that Dalrymple is an old-fashioned curmudgeon (as some of the other reviewers have noted). But he does he have an interesting personal history (prison psychiatrist, lived in Africa etc.), and he makes many thought-provoking points despite a somewhat rambling style. The book is short and very readable. 
 Sentimentality is an incredibly powerful force in the world of 2015. It's politically reshaping the world. And yet there is almost no analysis of it (at least within my book and media consumption bubble). On that count alone, this is a valuable book. It at least flags this important issue.",no,no,genre_influence_moderate,demographic_influence_no,familiar,understood,similar_demo_genre_yes,,NA
usa,ae0d961b787bc7fd41723b09ec938148437a0cd0c1fc6237db133cbcbb2e18e9,urban,undergraduate,25_to_40,light,fiction,83197.0,The Telling (Hainish Cycle #8),Ursula K. Le Guin,usa,fiction,"Sutty is an Indo-Canadian, raised partly in India, who is an Observer for the interstellar Ekumen. She has been sent to Aka, a world in a stranglehold of a Corporate government, who have outlawed all old customs and beliefs. She is given permission to live upriver, in the countryside. There she finds out what Aka is really like. Their culture and their religion, to me, seems a blend of Buddhism and Daoism and it's based on the Telling, or stories. I loved this, it makes me want to read the Hainish books that I haven't gotten around to and to reread the ones I have. 
 This seems like an excellent companion to The Sparrow and Children of God about the unintended consequences of Imperialism and Colonialism, even when those weren't intended.",no,no,genre_influence_moderate,demographic_influence_slight,very familiar,well understood,similar_demo_genre_yes,,NA
usa,ae0d961b787bc7fd41723b09ec938148437a0cd0c1fc6237db133cbcbb2e18e9,urban,undergraduate,25_to_40,light,fiction,97884.0,Shikhandi and Other Stories They Don't Tell You,Devdutt Pattanaik,india,non-fiction,"Queerness......This is the word which has been used in nearly all the chapters. 
 For any Indian reader who has knowledge of Ramayana and Mahabharata, this is a must. 
 The stories are pretty short, yet very engaging and it takes you to revisit all that you have heard and seen about our Sacred Indian Epics. 
 It is all together a different perspective. 
 I read this book on my Kindle and trust me its a journey filled with fun and knowledge.....",no,no,genre_influence_strong,demographic_influence_slight,familiar,understood,similar_demo_genre_maybe,,NA
usa,ce73776d083b7797b9468658791fab9014ed919d94204d940e018f09680d2990,rural,high_school,18_to_25,moderate,fiction,101285.0,Lone Fox Dancing,Ruskin Bond,india,non-fiction,"Many stories written by Ruskin Bond are semi-autobiographical, and after having read so many of them, I made the mistake of assuming that this book won't having anything new to offer. How wrong I was and how glad I am to have picked up this book! The words are beautifully crafted and are so full of warm memories that they would invoke nostalgia in you, making you want to write down your own precious childhood memories. No doubt, it is a great book and definitely, it is a must-read for lovers of Ruskin Bond's writings.",no,no,genre_influence_no,demographic_influence_no,familiar,understood,similar_demo_genre_maybe,Ruskin Bond,"Cultural, Non-Linguistic"
usa,ce73776d083b7797b9468658791fab9014ed919d94204d940e018f09680d2990,rural,high_school,18_to_25,moderate,fiction,101285.0,Lone Fox Dancing,Ruskin Bond,india,non-fiction,"Many stories written by Ruskin Bond are semi-autobiographical, and after having read so many of them, I made the mistake of assuming that this book won't having anything new to offer. How wrong I was and how glad I am to have picked up this book! The words are beautifully crafted and are so full of warm memories that they would invoke nostalgia in you, making you want to write down your own precious childhood memories. No doubt, it is a great book and definitely, it is a must-read for lovers of Ruskin Bond's writings.",no,no,genre_influence_no,demographic_influence_no,familiar,understood,similar_demo_genre_maybe,Ruskin Bond's writings.,"Cultural, Non-Linguistic"
usa,ce73776d083b7797b9468658791fab9014ed919d94204d940e018f09680d2990,rural,high_school,18_to_25,moderate,fiction,111974.0,The Broom of the System,"David Foster Wallace, Duke Riley",usa,fiction,"I wanted to read a book by David Foster Wallace before eventually attempting 'Infinite Jest'. I had already dabbled in one of his non-novels - I can't remember which - and didn't really get on with it. Then I happened to find the Penguin Ink edition of this in a bookshop, and I'm glad I did, not least because the font is perfect. 
 It made my head hurt a little without making me get fed up of it, or being too clever for its own good, which is pretty impressive. And gosh, it just made a perverse amount of sense. I don't think I can say anything else about it that no-one else has ever said; capturing modern life as it really is was Wallace's talent - at 24! - after all. So I'll just end by saying this is more than indicative of a brilliant mind and I can't wait to read more of his work.",no,no,genre_influence_no,demographic_influence_no,familiar,understood,similar_demo_genre_yes,a book by David Foster Wallace,"Cultural, Non-Linguistic"
usa,ce73776d083b7797b9468658791fab9014ed919d94204d940e018f09680d2990,rural,high_school,18_to_25,moderate,fiction,111974.0,The Broom of the System,"David Foster Wallace, Duke Riley",usa,fiction,"I wanted to read a book by David Foster Wallace before eventually attempting 'Infinite Jest'. I had already dabbled in one of his non-novels - I can't remember which - and didn't really get on with it. Then I happened to find the Penguin Ink edition of this in a bookshop, and I'm glad I did, not least because the font is perfect. 
 It made my head hurt a little without making me get fed up of it, or being too clever for its own good, which is pretty impressive. And gosh, it just made a perverse amount of sense. I don't think I can say anything else about it that no-one else has ever said; capturing modern life as it really is was Wallace's talent - at 24! - after all. So I'll just end by saying this is more than indicative of a brilliant mind and I can't wait to read more of his work.",no,no,genre_influence_no,demographic_influence_no,familiar,understood,similar_demo_genre_yes,Penguin Ink edition,"Cultural, Non-Linguistic"
